"auctionEndDate","auctionResultAuctionEnded","auctionResultBids","auctionResultHighBid","auctionResultReserveMet","auctionResultViews","auctionResultWatchers","auctionStatus","auctionUrl","countryCode","countryCodeAlpha3","currency","currentBid","currentBidFormatted","description","currentBidder","detailLocation","era","id","inSubscription","listingDetails/0","listingDetails/1","listingDetails/2","listingDetails/3","listingDetails/4","listingDetails/5","listingDetails/6","listingDetails/7","listingDetails/8","listingDetails/9","listingDetails/10","listingDetails/11","listingDetails/12","listingDetails/13","listingDetails/14","listingDetails/15","listingDetails/16","listingDetails/17","listingDetails/18","listingDetails/19","listingDetails/20","listingDetails/21","listingDetails/22","listingDetails/23","listingDetails/24","listingDetails/25","listingDetails/26","listingDetails/27","listingDetails/28","listingDetails/29","listingDetails/30","lotNumber","model","make","noReserve","privatePartyOrDealer","repeat","reserveMet","soldText","title","views"
"2025-11-14T19:45:17.000Z","November 14, 2025 at 11:45AM PT","47","291003","false","15762","1545","ended","https://bringatrailer.com/listing/2022-porsche-911-gt3-touring-134/","US","USA","USD","291003","USD $291,003","This 2022 Porsche 911 GT3 Touring has 5k miles and was optioned from the factory with a paint-to-sample Linden Green exterior finish in addition to a six-speed manual transaxle, which is paired with a 4.0-liter flat-six. The car is further equipped with a mechanical limited-slip differential, black leather and plaid cloth upholstery, LED…","mmalamut","Located in United States","2020s","104588126","false","Chassis: WP0AC2A90NS269647","5k Miles","4.0-Liter Flat-Six","Six-Speed Manual Transaxle","Paint-to-Sample Linden Green","Black Leather and Plaid Cloth Upholstery","20"" and 21"" GT3 Center-Lock Wheels","Front-Axle Lift","Porsche Ceramic Composite Brakes","Carbon-Fiber Roof Panel","Carbon-Fiber Full Bucket Seats","Bose Sound System","PCM w/Navigation","Spare Parts","Clean Carfax Report",,,,,,,,,,,,,,,,,"219795","Porsche 992 911 GT3","Porsche","true","Dealer","false","true","Sold for USD $291,003 <span> on 11/14/25 </span>","2022 Porsche 911 GT3 Touring 6-Speed","0 Views"
"2025-11-14T18:41:08.000Z","November 14, 2025 at 10:41AM PT","41","60500","false","14705","1540","ended","https://bringatrailer.com/listing/1986-porsche-911-carrera-coupe-67/","US","USA","USD","60500","USD $60,500","This 1986 Porsche 911 Carrera coupe was delivered new to Gullo-Haas Imports Inc. of Houston, Texas, and it remained registered in the state through the current owner&#039;s acquisition in 2014. The car underwent a repaint in the factory shade of Iris Blue Metallic later that year, according to the seller. Powered by a 3.2-liter flat-six paired with a…","Stlcm","Located in United States","1980s","100907828","false","Chassis: WP0AB0917GS122508","14k Miles Shown, TMU","3.2-Liter Flat-Six","915 Five-Speed Manual Transaxle","Metallic Blue Paint","Blue Leather Upholstery","16″ Fuchs Alloy Wheels","Rear Spoiler","Sunroof","Fog Lights","Power-Adjustable Front Seats","Cruise Control","Panasonic CD Stereo","Window Sticker",,,,,,,,,,,,,,,,,,"219689","Porsche 911 Carrera 3.2","Porsche","false","Private Party","false","false","Sold for USD $60,500 <span> on 11/14/25 </span>","1986 Porsche 911 Carrera Coupe","0 Views"
"2025-11-13T20:51:42.000Z","November 13, 2025 at 12:51PM PT","37","369000","false","28647","2122","ended","https://bringatrailer.com/listing/1997-porsche-911-turbo-99/","US","USA","USD","369000","USD $369,000","This 1997 Porsche 911 Turbo was purchased new by the current owner and shows 12k miles following reigstrton history in California. Finished in black over black Supple leather upholstery, the car is powered by a twin-turbocharged 3.6L flat-six that drives all four wheels through a six-speed manual transaxle with a limited-slip differential.","thebarnmiami","Located in United States","1990s","104381628","false","Chassis: WP0AC2992VS375974","12k Miles","Twin-Turbocharged 3.6L Flat-Six","Six-Speed Manual Transaxle","Limited-Slip Differential","Black Paint","Black Supple Leather Upholstery","18"" Hollow-Spoke Turbo Twist Wheels","Power Sunroof","Rear Spoiler","Xenon Headlights","Power-Adjustable Front Seats","Automatic Climate Control","Cruise Control",,,,,,,,,,,,,,,,,,"219672","Porsche 993 Turbo","Porsche","false","Dealer","false","false","Sold for USD $369,000 <span> on 11/13/25 </span>","12k-Mile 1997 Porsche 911 Turbo","0 Views"
"2025-11-13T20:51:33.000Z","November 13, 2025 at 12:51PM PT","50","435000","false","34157","1997","ended","https://bringatrailer.com/listing/2018-porsche-911-gt3-touring-64/","US","USA","USD","435000","USD $435,000","This 2018 Porsche 911 GT3 Touring was purchased new by the owner and was ordered with approximately $63k in options, some of which include a paint-to-sample Golf Blue exterior finish in addition to the Custom Tailoring Option. Powered by a 4.0-liter flat-six paired with a six-speed manual transaxle, the car has 1,200 miles and is further equipped…","Zlovesporsche","Located in United States","2010s","104356973","false","Chassis: WP0AC2A91JS176971","1,200 Miles","4.0-Liter Flat-Six","Six-Speed Manual Transaxle","Paint-to-Sample Golf Blue","Black Leather and Cloth Upholstery","20"" Center-Lock Alloy Wheels","Porsche Ceramic Composite Brakes","LED Headlights w/PDLS","Sport Chrono Package","Front-Axle Lift","18-Way Adaptive Sport Plus Seats","Bose Sound System","Window Sticker","Clean Carfax Report",,,,,,,,,,,,,,,,,"219625","Porsche 991 911 GT3","Porsche","false","Private Party","false","false","Sold for USD $435,000 <span> on 11/13/25 </span>","1,200-Mile 2018 Porsche 911 GT3 Touring 6-Speed","0 Views"
"2025-11-13T19:42:41.000Z","November 13, 2025 at 11:42AM PT","46","44250","false","11926","1015","ended","https://bringatrailer.com/listing/2007-porsche-911-carrera-s-coupe-76/","US","USA","USD","44250","USD $44,250","This 2007 Porsche 911 Carrera S coupe has been registered in California since new and shows 83k miles following its acquisition by the selling dealer in 2025. The car is powered by a 3.8-liter flat-six that drives all four wheels through a five-speed automatic transaxle and is finished in black over Natural Brown leather.","Justjuice","Located in United States","2000s","104694448","false","Chassis: WP0AB29947S730679","83k Miles","3.8-Liter Flat-Six","Five-Speed Automatic Transaxle","Black Paint","Natural Brown Leather","19″ Carrera S Wheels","Sport Chrono Package Plus","Bose High-End Sound Package","Park Assist","PCM w/Navigation","Heated & Power-Adjustable Front Seats","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"219622","Porsche 997 911 Carrera S","Porsche","false","Dealer","false","false","Sold for USD $44,250 <span> on 11/13/25 </span>","2007 Porsche 911 Carrera S Coupe","0 Views"
"2025-11-13T18:41:33.000Z","November 13, 2025 at 10:41AM PT","44","29000","false","7526","786","ended","https://bringatrailer.com/listing/1999-porsche-911-carrera-cabriolet-142/","US","USA","USD","29000","USD $29,000","This 1999 Porsche 911 Carrera cabriolet has 29k miles and is powered by a 3.4-liter flat-six paired with a six-speed manual transaxle. Finished in Arena Red Metallic over black full leather, the car is equipped with a body-color removable hardtop, a black soft top, 18″ Turbo-look wheels, a deployable rear spoiler, integrated fog lights, a…",,"Located in United States","1990s","104171966","false","Chassis: WP0CA2992XS651698","29k Miles","3.4-Liter Flat-Six","Six-Speed Manual Transaxle","Arena Red Metallic Paint","Black Full Leather Upholstery","Removable Body-Color Hardtop","Black Convertible Soft Top","18″ Turbo-Look Wheels","Deployable Rear Spoiler","Becker-Porsche CDR-210 Stereo","Automatic Climate Control","Cruise Control","Digital Sound Package","Onboard Computer","Service Records & Car Cover","Clean Carfax Report",,,,,,,,,,,,,,,"219530","Porsche 996 911 Carrera","Porsche","false","Dealer","true","false","Bid to USD $29,000 <span> on 11/13/25 </span>","29k-Mile 1999 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2025-11-13T18:38:07.000Z","November 13, 2025 at 10:38AM PT","22","93500","false","8439","936","ended","https://bringatrailer.com/listing/2017-porsche-911-carrera-4s-coupe-22/","US","USA","USD","93500","USD $93,500","This 2017 Porsche 911 Carrera 4S coupe has 32k miles following registration history in California, Arizona, and Texas, and it is powered by a twin-turbocharged 3.0L flat-six that drives all four wheels through a seven-speed PDK dual-clutch transaxle. Finished in Carrara White Metallic over Graphite Blue and Chalk leather, the car is equipped with…","JLRStPete","Located in United States","2010s","103695158","false","Chassis: WP0AB2A90HS122607","32k Miles","Twin-Turbocharged 3.0L Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","Limited-Slip Differential","Carrara White Metallic Paint","Chalk & Graphite Blue Leather","20"" Carrera S Alloy Wheels","LED Headlights w/PDLS+","Bose Sound System","Power Steering Plus","Heated and Ventilated Front Seats","Clean Carfax Report",,,,,,,,,,,,,,,,,,,"219527","Porsche 991 911 Carrera 4S","Porsche","false","Private Party","false","false","Sold for USD $93,500 <span> on 11/13/25 </span>","32k-Mile 2017 Porsche 911 Carrera 4S Coupe","0 Views"
"2025-11-13T18:01:56.000Z","November 13, 2025 at 10:01AM PT","64","520000","false","29522","1757","ended","https://bringatrailer.com/listing/2019-porsche-911-speedster-88/","US","USA","USD","520000","USD $520,000","This 2019 Porsche 911 Speedster is #1,097 of 1,948 examples produced for the model year, and it was optioned from the factory with a paint-to-sample Forest Green Metallic exterior finish. Having 80 miles, it is powered by a 4.0-liter flat-six paired with a six-speed manual transaxle. The car is equipped with black leather upholstery, the Chrono…","BizarreDakar","Located in United States","2010s","101411454","false","Chassis: WP0CF2A99KS172300","80 Miles","4.0-Liter Flat-Six","Six-Speed Manual Transaxle","Paint-to-Sample Forest Green Metallic","Black Leather Upholstery","20"" Center-Lock Alloy Wheels","Front-Axle Lift","Ceramic-Composite Brakes","Carbon-Fiber Full Bucket Seats","Bose Sound System","Chrono Package","Black Soft Top","Window Sticker",,,,,,,,,,,,,,,,,,"219142","Porsche 991 911 Speedster","Porsche","false","Dealer","false","false","Sold for USD $520,000 <span> on 11/13/25 </span>","80-Mile Forest Green Metallic 2019 Porsche 911 Speedster","0 Views"
"2025-11-12T20:26:13.000Z","November 12, 2025 at 12:26PM PT","48","105500","false","10506","842","ended","https://bringatrailer.com/listing/2013-porsche-911-turbo-s-coupe-16/","US","USA","USD","105000","USD $105,000","This 2013 Porsche 911 Turbo S is a white-over-black coupe that has 35k miles and has been fitted with an IPD plenum and AMS Performance Alpha intercoolers. Powered by a twin-turbocharged 3.8L flat-six that drives all four wheels via a seven-speed PDK dual-clutch transaxle, the car is further equipped with the Sport Chrono Package, black-finished…","Monla_1","Located in United States","2010s","104350008","false","Chassis: WP0AD2A98DS766182","35k Miles","Twin-Turbocharged 3.8L Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","Carrera White Paint","Black Leather Upholstery","19″ RS Spyder Forged Wheels","Sport Chrono Package","Porsche Ceramic Composite Brakes","Bi-Xenon Headlights","IPD Plenum","AMS Performance Alpha intercoolers","Power-Adjustable Front Seats","Carbon-Fiber Interior Trim","Bose Sound System","Rear Parking Sensors","Clean Carfax Report",,,,,,,,,,,,,,,"219402","Porsche 997 911 Turbo","Porsche","false","Dealer","false","false","Sold for USD $105,500 <span> on 11/12/25 </span>","35k-Mile 2013 Porsche 911 Turbo S Coupe","0 Views"
"2025-11-12T20:04:31.000Z","November 12, 2025 at 12:04PM PT","32","78000","false","10256","1401","ended","https://bringatrailer.com/listing/1973-porsche-911t-coupe-20-2/","US","USA","USD","78000","USD $78,000","This 1973.5 Porsche 911T coupe is powered by a 2.4-liter flat-six equipped with dual Weber carburetors and linked with a five-speed manual transaxle and is finished in Blue Metallic over beige leather. Equipment includes driving lights, 15&quot; Fuchs alloy wheels, black Porsche graphics, SSI heat exchangers, and H4 headlights.","slobrewer","Located in United States","1970s","104684290","false","Chassis: 9113101779","9k Miles Shown On Rolled Odometer","2.4-Liter Flat-Six","Dual Weber Carburetors","Five-Speed Manual Transaxle","Blue Metallic Paint","Beige Leather Upholstery","15"" Fuchs Alloy Wheels","Lowered Ride Height","H4 Headlights","SSI Heat Exchangers",,,,,,,,,,,,,,,,,,,,,"219489","Porsche LWB 911T (1969-1973)","Porsche","true","Dealer","false","true","Sold for USD $78,000 <span> on 11/12/25 </span>","1973.5 Porsche 911T Coupe 5-Speed","0 Views"
"2025-11-12T20:03:44.000Z","November 12, 2025 at 12:03PM PT","50","184000","false","11183","1086","ended","https://bringatrailer.com/listing/2022-porsche-911-targa-4-gts-14/","US","USA","USD","184000","USD $184,000","This 2022 Porsche 911 Targa 4 GTS is finished in GT Silver Metallic over black leather and is powered by a twin-turbocharged 3.0L flat-six that drives all four wheels through a seven-speed manual transaxle. Equipment includes a retractable Targa top, LED headlights, rear-axle steering, Power Steering Plus, 20&quot; and 21&quot; 911 Turbo S wheels, heated…","citizen","Located in United States","2020s","104163586","false","Chassis: WP0BB2A93NS231708","8k Miles","Twin-Turbocharged 3.0L Flat-Six","7-Speed Manual Transaxle","GT Silver Metallic Paint","Satin Paint Protection Film","Black Leather & Microsuede Upholstery","20"" & 21"" 911 Turbo S Alloy Wheels","Retractable Targa Top","Rear-Axle Steering","Power Steering Plus","Heated Power-Adjustable Front Sport Seats","Bose Sound System","Porsche Communication Management","3D Surround View System","Clean Carfax Report",,,,,,,,,,,,,,,,"219482","Porsche 992 911 Targa 4 GTS","Porsche","false","Dealer","false","false","Sold for USD $184,000 <span> on 11/12/25 </span>","2022 Porsche 911 Targa 4 GTS 7-Speed","0 Views"
"2025-11-12T19:14:02.000Z","November 12, 2025 at 11:14AM PT","74","59000","false","14429","903","ended","https://bringatrailer.com/listing/1988-porsche-911-carrera-coupe-86/","US","USA","USD","59000","USD $59,000","This 1988 Porsche 911 Carrera coupe was purchased by the current owner in 2005 and was modified for track use under current ownership. Finished in black, the car is powered by a 3.2-liter flat-six paired with a G50 five-speed manual transaxle. Equipment includes Bosch Motronic engine management, a high-flow air filter, a Sebring-style exhaust, an…","pastrapper","Located in United States","1980s","104381923","false","Chassis: WP0AB0916JS121518","94k Miles Shown","3.2-Liter Flat-Six","Bosch Motronic ECU","High-Flow Air Filter","Sebring-Style Exhaust","ATL Fuel Cell","G50 Five-Speed Manual Transaxle","Black Paint","16″ Fuchs Alloy Wheels","Headlight Covers","Fixed Sunroof Plug","Rear Spoiler","Roll Cage w/Door Bars","MOMO Steering Wheel","Cobra Evolution Pro-Fit Seat","Schroth Harness","Rennline Floorboards","Coolshirt System","Fire Suppression System",,,,,,,,,,,,"219407","Porsche 911 Carrera 3.2","Porsche","true","Dealer","false","true","Sold for USD $59,000 <span> on 11/12/25 </span>","20-Years-Owned 1988 Porsche 911 Carrera Coupe G50 Track Car","0 Views"
"2025-11-12T19:10:53.000Z","November 12, 2025 at 11:10AM PT","25","25500","false","5664","597","ended","https://bringatrailer.com/listing/2001-porsche-911-carrera-cabriolet-119/","US","USA","USD","25500","USD $25,500","This 2001 Porsche 911 Carrera is a US-market cabriolet that spent its first four years registered in the US before it was registered in Canada for seven years, and the car then reentered the US in March 2012. Specified in Rain Forest Green Metallic over a Savanna Beige leather interior, it is powered by a 3.4-liter M96 flat-six paired with a…","Quayle10","Located in United States","2000s","104114774","false","Chassis: WP0CA29921S653636","82k Miles","3.4-Liter Flat-Six","Six-Speed Manual Transaxle","Rain Forest Green Metallic Paint","Savanna Beige Leather Interior","17"" Five-Spoke Wheels","Porsche Stability Management","Technic & Power Seat Packages","Black Convertible Soft Top","Xenon Headlights w/Washers","Heated Front Seats","Pioneer Stereo","Clean Carfax Report",,,,,,,,,,,,,,,,,,"219412","Porsche 996 911 Carrera","Porsche","false","Dealer","false","false","Sold for USD $25,500 <span> on 11/12/25 </span>","2001 Porsche 911 Carrera Cabriolet 6-Speed","0 Views"
"2025-11-12T19:01:45.000Z","November 12, 2025 at 11:01AM PT","27","193500","false","9889","1202","ended","https://bringatrailer.com/listing/2016-porsche-911-gt3-rs-95/","US","USA","USD","193500","USD $193,500","This 2016 Porsche 911 GT3 RS has 16k miles and has been modified with steel GiroDisc brake rotors, an AWE exhaust system, a roll cage, driver&#039;s seat racing harnesses, and clear side markers. It is powered by a 4.0-liter flat-six paired with a seven-speed PDK dual-clutch transaxle and is finished in GT Silver Metallic over black leather Alcantara…","Diegopa97","Located in United States","2010s","103915805","false","Chassis: WP0AF2A99GS187118","16k Miles","4.0-Liter Flat-Six","Seven-Speed PDK Dual-Clutch Transaxle","GT Silver Metallic Paint","Black Leather and Alcantara Upholstery","20"" and 21"" Center-Lock Alloy Wheels","Front-Axle Lift","GiroDisc Steel Brake Rotors","AWE Exhaust","Carbon-Fiber Full Bucket Seats","Roll Cage","Driver's Seat Harnesses","PCM w/Navigation","Spare Parts","Window Sticker",,,,,,,,,,,,,,,,"219387","Porsche 991 911 GT3","Porsche","false","Dealer","false","false","Sold for USD $193,500 <span> on 11/12/25 </span>","16k-Mile 2016 Porsche 911 GT3 RS","0 Views"
